# Instantané Mémoire : nombre d'illustrations POP par notice Mérimée.
# Généré par `python -m merimee_etl.memoire`, jamais à la main.
# Un nombre, pas une image : ces photographies sont sous droits réservés.
reference,images
PA00106167,2
PA00106169,2
PA00106171,11
PA00106172,1
PA00106177,2
PA00106178,10
PA00106179,1
PA00106181,4
PA00106182,1
PA00106185,4
PA00106189,2
PA00106190,1
PA00106191,1
PA00106193,4
PA00106194,3
PA00106195,2
PA00106196,1
PA00106199,2
PA00106200,2
PA00106201,9
PA00106202,3
PA00106203,4
PA00106204,3
PA00106205,10
PA00106206,4
PA00106207,1
PA00106208,2
PA00106209,5
PA00106210,5
PA00106211,2
PA00106212,1
PA00106213,3
PA00106214,1
PA00106215,2
PA00106230,5
PA00106231,3
PA00106232,9
PA00106233,3
PA00106234,26
PA00106235,3
PA00106236,11
PA00106237,5
PA00106239,2
PA00106241,1
PA00106242,2
PA00106243,1
PA00106244,1
PA00106246,1
PA00106250,2
PA00106251,1
PA00106252,13
PA00106253,3
PA00106254,3
PA00106255,4
PA00106256,1
PA00106257,3
PA00106259,4
PA00106260,3
PA00106261,1
PA00106262,1
PA00106263,5
PA00106264,2
PA00106265,2
PA00106266,3
PA00106267,1
PA00106268,3
PA00106269,1
PA00106270,1
PA00106271,12
PA00106272,1
PA00106273,3
PA00106274,5
PA00106275,1
PA00106276,2
PA00106278,1
PA00106279,6
PA00106280,1
PA00106282,1
PA00106283,1
PA00106284,1
PA00106285,1
PA00106286,1
PA00106287,25
PA00106288,8
PA00106289,14
PA00106290,1
PA00106291,2
PA00106292,16
PA00106293,1
PA00106294,5
PA00106295,4
PA00106296,3
PA00106297,1
PA00106298,8
PA00106299,2
PA00106301,4
PA00106302,5
PA00106303,10
PA00106304,67
PA00106305,23
PA00106306,3
PA00106307,1
PA00106308,1
PA00106309,5
PA00106310,25
PA00106311,77
PA00106312,7
PA00106313,17
PA00106314,7
PA00106315,4
PA00106316,6
PA00106317,7
PA00106318,6
PA00106319,5
PA00106320,2
PA00106321,33
PA00106322,34
PA00106323,9
PA00106324,15
PA00106325,7
PA00106326,3
PA00106327,9
PA00106328,6
PA00106330,1
PA00106331,5
PA00106332,8
PA00106333,4
PA00106334,16
PA00106335,51
PA00106336,3
PA00106337,2
PA00106338,15
PA00106339,7
PA00106340,1
PA00106341,15
PA00106342,1
PA00106343,1
PA00106344,1
PA00106345,11
PA00106347,1
PA00106348,1
PA00106350,39
PA00106351,2
PA00106352,18
PA00106353,11
PA00106354,2
PA00106355,5
PA00106356,1
PA00106357,4
PA00106358,1
PA00106359,1
PA00106360,22
PA00106361,15
PA00106362,261
PA00106363,4
PA00106364,9
PA00106365,8
PA00106366,5
PA00106367,11
PA00106369,8
PA00106370,20
PA00106371,1
PA00106372,6
PA00106373,4
PA00106374,300
PA00106375,146
PA00106376,14
PA00106377,2
PA00106378,3
PA00106379,21
PA00106380,3
PA00106381,31
PA00106382,4
PA00106383,24
PA00106384,2
PA00106385,2
PA00106386,2
PA00106387,2
PA00106390,2
PA00106391,1
PA00106393,1
PA00106396,2
PA00106397,3
PA00106400,1
PA00106402,2
PA00106403,12
PA00106405,1
PA00106407,11
PA00106408,12
PA00106409,1
PA00106410,4
PA00106412,7
PA00106413,1
PA00106416,2
PA00106417,2
PA00106418,2
PA00106420,3
PA00106421,7
PA00106422,58
PA00106423,4
PA00106424,9
PA00106425,8
PA00106426,21
PA00106427,12
PA00106429,5
PA00106430,49
PA00106431,9
PA00106432,5
PA00106433,18
PA00106434,32
PA00106435,15
PA00106436,6
PA00106437,1
PA00106438,2
PA00106439,5
PA00106440,11
PA00106441,5
PA00106443,20
PA00106444,10
PA00106445,5
PA00106446,6
PA00106447,23
PA00106449,26
PA00106450,6
PA00106451,8
PA00106452,3
PA00106453,4
PA00106454,2
PA00106455,4
PA00106456,2
PA00106457,16
PA00106458,6
PA00106459,17
PA00106460,114
PA00106461,12
PA00106462,10
PA00106463,25
PA00106464,25
PA00106465,72
PA00106466,32
PA00106467,2
PA00106468,12
PA00106469,2
PA00106470,3
PA00106471,3
PA00106472,1
PA00106473,2
PA00106474,1
PA00106475,4
PA00106476,6
PA00106477,7
PA00106478,3
PA00106479,32
PA00106480,2
PA00106481,2
PA00106482,6
PA00106483,5
PA00106484,15
PA00106485,15
PA00106486,2
PA00106487,3
PA00106488,4
PA00106489,7
PA00106490,7
PA00106491,10
PA00106492,1
PA00106493,16
PA00106494,11
PA00106495,4
PA00106496,10
PA00106497,38
PA00106498,4
PA00106499,16
PA00106500,26
PA00106501,1
PA00106502,10
PA00106503,4
PA00106504,1
PA00106505,1
PA00106506,13
PA00106507,50
PA00106508,1
PA00106509,9
PA00106510,2
PA00106511,9
PA00106512,9
PA00106513,2
PA00106514,1
PA00106515,22
PA00106516,1
PA00106517,5
PA00106518,23
PA00106519,14
PA00106520,6
PA00106522,11
PA00106523,2
PA00106524,3
PA00106525,1
PA00106526,4
PA00106527,11
PA00106528,4
PA00106529,3
PA00106530,23
PA00106531,20
PA00106532,53
PA00106533,9
PA00106534,3
PA00106535,5
PA00106536,3
PA00106537,8
PA00106538,43
PA00106539,4
PA00106540,5
PA00106541,18
PA00106542,4
PA00106543,2
PA00106544,6
PA00106545,38
PA00106546,5
PA00106547,9
PA00106548,6
PA00106549,6
PA00106550,3
PA00106551,9
PA00106552,1
PA00106553,1
PA00106554,7
PA00106555,3
PA00106556,3
PA00106557,30
PA00106558,1
PA00106559,17
PA00106560,19
PA00106561,1
PA00106562,24
PA00106563,1
PA00106564,1
PA00106565,39
PA00106566,4
PA00106567,29
PA00106568,7
PA00106572,9
PA00106573,4
PA00106574,3
PA00106575,5
PA00106576,1
PA00106577,18
PA00106578,2
PA00106579,2
PA00106580,2
PA00106581,6
PA00106582,3
PA00106583,12
PA00106584,1
PA00106585,54
PA00106586,33
PA00106587,17
PA00106588,12
PA00106589,1
PA00106590,55
PA00106591,9
PA00106592,2
PA00106593,1
PA00106594,10
PA00106595,1
PA00106598,22
PA00106599,1
PA00106600,12
PA00106601,14
PA00106602,14
PA00106603,8
PA00106604,18
PA00106605,53
PA00106606,1
PA00106607,13
PA00106608,18
PA00106609,13
PA00106610,8
PA00106611,3
PA00106612,1
PA00106613,35
PA00106614,15
PA00106615,19
PA00106616,11
PA00106617,1
PA00106618,5
PA00106620,1
PA00106622,11
PA00106623,1
PA00106624,5
PA00106625,1
PA00106626,2
PA00106627,4
PA00106628,35
PA00106629,7
PA00106630,1
PA00106631,62
PA00106632,1
PA00106633,16
PA00106634,6
PA00106635,2
PA00106636,4
PA00106637,20
PA00106638,4
PA00106639,4
PA00106640,3
PA00106641,17
PA00106642,7
PA00106643,6
PA00106644,1
PA00106645,18
PA00106646,17
PA00106647,2
PA00106648,10
PA00106649,1
PA00106650,9
PA00106651,1
PA00106652,2
PA00106653,8
PA00106654,1
PA00106655,19
PA00106656,329
PA00106657,8
PA00106658,1
PA00106659,1
PA00106660,61
PA00106661,21
PA00106662,29
PA00106663,3
PA00106664,3
PA00106665,1
PA00106666,5
PA00106667,5
PA00106668,16
PA00106669,1
PA00106670,4
PA00106671,1
PA00106672,11
PA00106673,26
PA00106674,4
PA00106675,2
PA00106676,3
PA00106677,11
PA00106678,8
PA00106679,7
PA00106680,8
PA00106681,2
PA00106682,14
PA00106683,25
PA00106684,5
PA00106685,2
PA00106687,1
PA00106688,20
PA00106690,16
PA00106691,9
PA00106692,3
PA00106693,1
PA00106694,9
PA00106695,1
PA00106696,6
PA00106697,48
PA00106698,4
PA00106699,7
PA00106700,11
PA00106701,9
PA00106702,21
PA00106703,18
PA00106704,3
PA00106705,8
PA00106706,2
PA00106707,20
PA00106708,2
PA00106709,1
PA00106710,2
PA00106711,5
PA00106712,14
PA00106713,3
PA00106714,16
PA00106715,2
PA00106716,3
PA00106717,2
PA00106718,2
PA00106719,6
PA00106720,2
PA00106721,25
PA00106722,8
PA00106723,3
PA00106724,2
PA00106725,50
PA00106726,314
PA00106727,16
PA00106728,25
PA00106729,5
PA00106730,9
PA00106731,22
PA00106732,34
PA00106733,4
PA00106734,3
PA00106735,3
PA00106736,86
PA00106737,6
PA00106738,2
PA00106739,3
PA00106740,1
PA00106741,2
PA00106742,18
PA00106743,3
PA00106744,10
PA00106745,120
PA00106746,3
PA00106747,10
PA00106748,14
PA00106750,2
PA00106751,8
PA00106752,8
PA00106753,1
PA00106754,1
PA00106755,15
PA00106756,9
PA00106757,1
PA00106758,8
PA00106759,66
PA00106760,1
PA00106761,45
PA00106762,109
PA00106763,3
PA00106764,8
PA00106765,55
PA00106766,5
PA00106767,152
PA00106768,13
PA00106769,32
PA00106770,19
PA00106771,5
PA00106772,119
PA00106773,66
PA00106774,4
PA00106775,5
PA00106776,13
PA00106777,8
PA00106778,1
PA00106779,6
PA00106780,4
PA00106781,17
PA00106782,22
PA00106783,12
PA00106784,1
PA00106785,80
PA00106786,44
PA00106787,21
PA00106788,6
PA00106789,52
PA00106790,1
PA00106791,53
PA00106792,30
PA00106793,5
PA00106794,15
PA00106795,15
PA00106796,14
PA00106797,4
PA00106798,14
PA00106799,64
PA00106800,3
PA00106801,31
PA00106802,6
PA00106803,1
PA00106804,1
PA00106805,6
PA00106806,15
PA00106807,5
PA00106808,3
PA00106809,2
PA00106810,24
PA00106811,56
PA00106812,26
PA00106813,5
PA00106814,11
PA00106815,4
PA00106816,5
PA00106817,2121
PA00106818,5
PA00106819,2
PA00106820,4
PA00106821,19
PA00106822,9
PA00106824,9
PA00106826,13
PA00106827,1
PA00106828,2
PA00106829,9
PA00106830,3
PA00106831,24
PA00106832,15
PA00106833,25
PA00106834,9
PA00106835,382
PA00106836,3
PA00106837,47
PA00106838,6
PA00106839,6
PA00106840,12
PA00106841,26
PA00106842,47
PA00106843,12
PA00106844,13
PA00106845,23
PA00106846,5
PA00106847,15
PA00106848,31
PA00106849,12
PA00106850,11
PA00106851,14
PA00106852,20
PA00106853,2
PA00106854,5
PA00106855,3
PA00106856,4
PA00106857,5
PA00106858,23
PA00106859,33
PA00106860,5
PA00106861,2
PA00106862,1
PA00106865,2
PA00106866,11
PA00106867,4
PA00106868,3
PA00106869,9
PA00106870,5
PA00106871,5
PA00106872,5
PA00106873,5
PA00106874,2
PA00106875,1
PA00106876,3
PA00106877,1
PA00106878,9
PA00106880,3
PA00106881,7
PA00106882,7
PA00106883,3
PA00106884,1
PA00106885,2
PA00106886,2
PA00106887,2
PA00106888,1
PA00106889,1
PA00106890,2
PA00106891,1
PA00106892,1
PA00106893,1
PA00106894,3
PA00106895,3
PA00106896,1
PA00106897,5
PA00106898,1
PA00106899,1
PA00106900,1
PA00106901,3
PA00106902,1
PA00106903,1
PA00106904,2
PA00106905,1
PA00106906,3
PA00106907,1
PA00106908,1
PA00106909,4
PA00106910,10
PA00106911,3
PA00106912,6
PA00106913,71
PA00106914,12
PA00106915,7
PA00106916,5
PA00106917,5
PA00106918,3
PA00106919,13
PA00106920,19
PA00106921,3
PA00106922,8
PA00106923,8
PA00106924,19
PA00106925,10
PA00106926,3
PA00106927,4
PA00106928,5
PA00106929,6
PA00106930,6
PA00106931,2
PA00106932,17
PA00106933,6
PA00106934,1
PA00106935,3
PA00106936,2
PA00106937,2
PA00106969,7
PA00106970,24
PA00106971,7
PA00106972,3
PA00106973,2
PA00106974,1
PA00106975,4
PA00106976,3
PA00106977,3
PA00106978,6
PA00106979,26
PA00106980,4
PA00106981,5
PA00106982,8
PA00106983,6
PA00106984,1
PA00106985,2
PA00106986,1
PA00106987,6
PA00106988,3
PA00106989,1
PA00106990,4
PA00106991,13
PA00106992,6
PA00106993,7
PA00106994,1
PA00106995,1
PA00106996,4
PA00106997,2
PA00106998,4
PA00106999,3
PA00107000,8
PA00107001,6
PA00107002,1
PA00107003,6
PA00107004,9
PA00107005,2
PA00107006,70
PA00107007,3
PA00107008,2
PA00107009,1
PA00107010,1
PA00107011,2
PA00107012,10
PA00107013,5
PA00107014,8
PA00107015,4
PA00107016,6
PA00107017,9
PA00107018,5
PA00107019,5
PA00107020,5
PA00107021,1
PA00107022,9
PA00107023,1
PA00107024,3
PA00107025,9
PA00107026,12
PA00107027,6
PA00107028,28
PA00107029,3
PA00107030,2
PA00107031,5
PA00107032,11
PA00107033,6
PA00107034,8
PA00107035,27
PA00107036,4
PA00107037,4
PA00107038,16
PA00107039,2
PA00107040,12
PA00107041,10
PA00107043,1
PA00107044,3
PA00107045,1
PA00107046,1
PA00107047,1
PA00107048,2
PA00107049,1
PA00107051,1
PA00107052,6
PA00107053,1
PA00107054,2
PA00107055,4
PA00107056,17
PA00107057,6
PA00107058,46
PA00107059,5
PA00107060,2
PA00107061,3
PA00107062,5
PA00107063,9
PA00107064,6
PA00107065,1
PA00107066,1
PA00107067,29
PA00107068,5
PA00107069,4
PA00107070,3
PA00107071,5
PA00107072,5
PA00107073,4
PA00107074,3
PA00107075,1
PA00107076,4
PA00107077,5
PA00107078,4
PA00107079,1
PA00107080,4
PA00107081,1
PA00107082,2
PA00107084,1
PA00107085,17
PA00107086,21
PA00107087,28
PA00107088,1
PA00107089,1
PA00107090,1
PA00107091,17
PA00107092,1
PA00107093,2
PA00107094,1
PA00107095,6
PA00107096,25
PA00107097,1
PA00107098,11
PA00107099,4
PA00107100,3
PA00107101,2
PA00107102,32
PA00107103,8
PA00107104,19
PA00107105,5
PA00107106,6
PA00107107,9
PA00107108,4
PA00107110,5
PA00107111,3
PA00107112,2
PA00107113,6
PA00107114,12
PA00107115,9
PA00107116,2
PA00107117,7
PA00107118,8
PA00107119,9
PA00107120,4
PA00107121,1
PA00107122,1
PA00107123,20
PA00107124,21
PA00107125,4
PA00107126,2
PA00107127,1
PA00107128,3
PA00107129,17
PA00107130,1
PA00107131,8
PA00107132,1
PA00107133,28
PA00107134,1
PA00107135,1
PA00107136,11
PA00107137,10
PA00107138,20
PA00107139,8
PA00107140,82
PA00107141,25
PA00107142,7
PA00107143,4
PA00107145,1
PA00107147,8
PA00107149,1
PA00107150,1
PA00107151,1
PA00107152,1
PA00107153,2
PA00107154,1
PA00107155,1
PA00107156,1
PA00107157,1
PA00107158,1
PA00107159,1
PA00107160,1
PA00107161,1
PA00107163,12
PA00107164,88
PA00107166,4
PA00107167,13
PA00107168,4
PA00107169,7
PA00107170,2
PA00107171,2
PA00107172,2
PA00107173,3
PA00107174,7
PA00107175,6
PA00107176,1
PA00107177,2
PA00107178,11
PA00107179,8
PA00107180,7
PA00107181,2
PA00107182,6
PA00107183,19
PA00107184,6
PA00107185,5
PA00107186,6
PA00107187,6
PA00107188,15
PA00107189,5
PA00107190,13
PA00107191,1
PA00107192,2
PA00107193,3
PA00107194,5
PA00107195,1
PA00107196,2
PA00107197,16
PA00107198,8
PA00107199,14
PA00107200,1
PA00107201,5
PA00107202,6
PA00107203,6
PA00107204,12
PA00107205,5
PA00107206,2
PA00107207,2
PA00107208,16
PA00107209,10
PA00107210,27
PA00107211,8
PA00107212,27
PA00107213,3
PA00107214,10
PA00107215,7
PA00107216,6
PA00107217,4
PA00107218,1
PA00107219,6
PA00107220,1
PA00107221,1
PA00107222,1
PA00107223,3
PA00107224,1
PA00107225,37
PA00107226,4
PA00107227,3
PA00107228,3
PA00107229,15
PA00107230,3
PA00107231,8
PA00107232,12
PA00107242,11
PA00107244,9
PA00107245,4
PA00107246,4
PA00107247,1
PA00107248,1
PA00107249,1
PA00107250,1
PA00107251,9
PA00107252,40
PA00107253,13
PA00107254,3
PA00107255,6
PA00107256,3
PA00107257,18
PA00107258,16
PA00107259,1
PA00107260,1
PA00107261,1
PA00107262,1
PA00107263,8
PA00107264,2
PA00107265,10
PA00107266,7
PA00107267,6
PA00107268,2
PA00107269,1
PA00107270,15
PA00107271,11
PA00107272,2
PA00107273,7
PA00107274,4
PA00107275,165
PA00107276,1
PA00107277,2
PA00107278,30
PA00107279,1
PA00107280,1
PA00107281,33
PA00107282,4
PA00107283,1
PA00107284,16
PA00107285,1
PA00107287,11
PA00107288,2
PA00107289,3
PA00107290,1
PA00107291,1
PA00107292,9
PA00107293,1
PA00107294,18
PA00107295,47
PA00107296,7
PA00107297,2
PA00107298,17
PA00107299,2
PA00107300,4
PA00107301,1
PA00107302,8
PA00107303,15
PA00107304,38
PA00107305,11
PA00107306,9
PA00107307,1
PA00107308,1
PA00107309,1
PA00107310,3
PA00107311,34
PA00107312,9
PA00107313,3
PA00107314,1
PA00107315,1
PA00107316,1
PA00107317,1
PA00107318,2
PA00107319,5
PA00107320,19
PA00107322,2
PA00107323,1
PA00107325,6
PA00107326,8
PA00107327,19
PA00107328,13
PA00107329,4
PA00107330,6
PA00107331,11
PA00107332,9
PA00107333,32
PA00107334,10
PA00107335,13
PA00107336,11
PA00107337,8
PA00107338,2
PA00107339,9
PA00107340,8
PA00107341,11
PA00107342,2
PA00107343,6
PA00107344,10
PA00107345,1
PA00107346,17
PA00107347,7
PA00107350,9
PA00107351,1
PA00107353,7
PA00107354,3
PA00107355,1
PA00107356,20
PA00107357,78
PA00107358,7
PA00107360,3
PA00107361,7
PA00107362,2
PA00107363,6
PA00107365,3
PA00107366,22
PA00107368,7
PA00107369,46
PA00107370,6
PA00107371,20
PA00107372,22
PA00107373,4
PA00107374,4
PA00107375,6
PA00107376,8
PA00107377,4
PA00107378,11
PA00107379,6
PA00107380,15
PA00107381,4
PA00107382,10
PA00107383,16
PA00107384,9
PA00107385,2
PA00107386,7
PA00107387,24
PA00107389,3
PA00107391,12
PA00107392,6
PA00107393,12
PA00107394,32
PA00107395,56
PA00107396,7
PA00107397,9
PA00107398,39
PA00107399,3
PA00107400,57
PA00107401,7
PA00107402,32
PA00107403,12
PA00107405,4
PA00107406,2
PA00107407,1
PA00107409,5
PA00107410,2
PA00107411,2
PA00107412,5
PA00107413,9
PA00107414,2
PA00107415,5
PA00107416,3
PA00107417,20
PA00107418,19
PA00107419,67
PA00107420,3
PA00107421,6
PA00107422,11
PA00107423,4
PA00107425,7
PA00107426,3
PA00107427,29
PA00107428,4
PA00107429,10
PA00107430,6
PA00107431,15
PA00107432,4
PA00107433,17
PA00107435,35
PA00107436,46
PA00107437,49
PA00107438,27
PA00107439,25
PA00107440,1
PA00107441,1
PA00107442,11
PA00107443,86
PA00107444,1
PA00107445,4
PA00107446,3
PA00107447,19
PA00107449,49
PA00107450,2
PA00107451,1
PA00107452,21
PA00107453,4
PA00107454,17
PA00107455,4
PA00107456,8
PA00107457,27
PA00107458,5
PA00107459,3
PA00107460,22
PA00107461,25
PA00107462,15
PA00107463,6
PA00107464,1
PA00107465,2
PA00107466,1
PA00107467,6
PA00107468,4
PA00107469,4
PA00107470,3
PA00107471,2
PA00107472,4
PA00107473,2
PA00107474,4
PA00107475,3
PA00107476,5
PA00107477,1
PA00107478,4
PA00107479,1
PA00107480,2
PA00107481,1
PA00107482,1
PA00107483,47
PA00107484,8
PA00107485,3
PA00107486,9
PA00107488,39
PA00107489,7
PA00107490,11
PA00107491,3
PA00107492,6
PA00107493,4
PA00107494,4
PA00107495,2
PA00107496,6
PA00107497,10
PA00107498,7
PA00107499,7
PA00107500,2
PA00107502,3
PA00107503,4
PA00107504,4
PA00107505,3
PA00107506,2
PA00107507,10
PA00107508,2
PA00107509,2
PA00107511,2
PA00107512,11
PA00107516,21
PA00107517,33
PA00107518,7
PA00107519,3
PA00107521,4
PA00107523,3
PA00107524,4
PA00107525,16
PA00107526,5
PA00107527,2
PA00107528,7
PA00107530,5
PA00107531,4
PA00107532,6
PA00107534,13
PA00107535,4
PA00107538,3
PA00107540,12
PA00107541,7
PA00107542,8
PA00107543,6
PA00107545,3
PA00107546,5
PA00107549,16
PA00107551,13
PA00107552,23
PA00107553,10
PA00107554,6
PA00107556,29
PA00107557,1
PA00107558,11
PA00107560,5
PA00107561,1
PA00107564,18
PA00107565,4
PA00107566,15
PA00107567,21
PA00107568,10
PA00107569,30
PA00107570,2
PA00107571,1
PA00107572,5
PA00107573,111
PA00107574,4
PA00107575,14
PA00107576,7
PA00107577,21
PA00107578,29
PA00107579,3
PA00107580,49
PA00107581,42
PA00107582,45
PA00107583,1
PA00107585,7
PA00107586,27
PA00107587,15
PA00107588,75
PA00107589,8
PA00107590,4
PA00107591,13
PA00107592,16
PA00107593,61
PA00107594,41
PA00107595,9
PA00107596,4
PA00107597,18
PA00107598,5
PA00107599,7
PA00107600,5
PA00107601,2
PA00107602,15
PA00107603,9
PA00107604,5
PA00107605,21
PA00107606,3
PA00107607,11
PA00107608,4
PA00107609,3
PA00107610,16
PA00107611,10
PA00107612,9
PA00107613,16
PA00107614,18
PA00107615,7
PA00107616,4
PA00107617,2
PA00107619,7
PA00107620,4
PA00107621,5
PA00107622,4
PA00107623,4
PA00107624,13
PA00107625,5
PA00107626,3
PA00107627,5
PA00107628,4
PA00107629,3
PA00107630,7
PA00107631,7
PA00107632,3
PA00107633,4
PA00107634,5
PA00107635,11
PA00107636,5
PA00107637,4
PA00107638,3
PA00107639,17
PA00107640,3
PA00107641,4
PA00107642,5
PA00107643,17
PA00107644,13
PA00107645,2
PA00107646,3
PA00107647,10
PA00107648,6
PA00107649,5
PA00107650,3
PA00107651,5
PA00107652,2
PA00107653,4
PA00107654,2
PA00107655,29
PA00107656,6
PA00107657,4
PA00107658,7
PA00107659,6
PA00107660,1
PA00107661,6
PA00107662,2
PA00107663,5
PA00107664,11
PA00107665,14
PA00107666,2
PA00107667,3
PA00107668,8
PA00107669,12
PA00107670,24
PA00107671,4
PA00107672,9
PA00107673,1
PA00107674,11
PA00107675,6
PA00107676,6
PA00107677,4
PA00107678,2
PA00107679,4
PA00107680,2
PA00107681,1
PA00107682,1
PA00107683,20
PA00107684,3
PA00107685,2
PA00107686,3
PA00107687,11
PA00107688,8
PA00107689,3
PA00107690,4
PA00107691,7
PA00107692,3
PA00107693,3
PA00107694,3
PA00107695,5
PA00107696,2
PA00107697,3
PA00107698,5
PA00107699,33
PA00107700,4
PA00107701,1
PA00107702,2
PA00107703,2
PA00107704,6
PA00107706,2
PA00107707,3
PA00107708,2
PA00107709,13
PA00107710,15
PA00107711,11
PA00107712,4
PA00107713,2
PA00107714,1
PA00107715,3
PA00107716,6
PA00107717,4
PA00107718,4
PA00107719,29
PA00107720,11
PA00107721,9
PA00107722,9
PA00107723,16
PA00107724,9
PA00107725,6
PA00107726,5
PA00107727,8
PA00107728,6
PA00107729,14
PA00107730,5
PA00107731,1
PA00107732,15
PA00107733,21
PA00107734,7
PA00107735,6
PA00107736,11
PA00107737,5
PA00107738,10
PA00107739,14
PA00107740,4
PA00107742,4
PA00107743,6
PA00107744,2
PA00107745,12
PA00107746,12
PA00107747,25
PA00107748,24
PA00107750,1
PA00107751,2
PA00107753,3
PA00107754,11
PA00107755,3
PA00107756,2
PA00107757,1
PA00107758,10
PA00107759,2
PA00107760,2
PA00107761,5
PA00107762,8
PA00107763,9
PA00107764,1
PA00107765,9
PA00107766,2
PA00107767,9
PA00107769,4
PA00107772,6
PA00107773,5
PA00107774,2
PA00107775,12
PA00107776,6
PA00107777,43
PA00107778,11
PA00107779,23
PA00107780,5
PA00107781,3
PA00107782,7
PA00107783,11
PA00107784,9
PA00107785,4
PA00107786,20
PA00107788,30
PA00107789,6
PA00107790,1
PA00107791,7
PA00107792,19
PA00107794,18
PA00107796,18
PA00107797,15
PA00107799,5
PA00107800,19
PA00107801,2
PA00107802,3
PA00107803,3
PA00107804,11
PA00107805,21
PA00107806,12
PA00107807,6
PA00107808,2
PA00107809,3
PA00107810,2
PA00107811,10
PA00107813,3
PA00107815,14
PA00107816,15
PA00107817,4
PA00107818,3
PA00107819,2
PA00107820,5
PA00107821,38
PA00107822,9
PA00107823,4
PA00107825,48
PA00107826,18
PA00107827,17
PA00107828,6
PA00107830,28
PA00107831,11
PA00107832,1
PA00107834,29
PA00107836,11
PA00107837,10
PA00107838,1
PA00107839,24
PA00107840,20
PA00107841,6
PA00107842,2
PA00107843,35
PA00107844,1
PA00107845,8
PA00107846,4
PA00107848,13
PA00107849,21
PA00107850,2
PA00107851,21
PA00107852,16
PA00107853,8
PA00107854,6
PA00107855,6
PA00107856,8
PA00107857,1
PA00107858,3
PA00107859,2
PA00107860,1
PA00107862,2
PA00107863,1
PA00107864,1
PA00107865,1
PA00107866,3
PA00107867,2
PA00107868,4
PA00107869,2
PA00107870,3
PA00107871,1
PA00107872,1
PA00107873,4
PA00107874,2
PA00107879,9
PA00107880,6
PA00107881,7
PA00107883,4
PA00107884,1
PA00107885,7
PA00107888,1
PA00107889,1
PA00107890,11
PA00107891,7
PA00107893,14
PA00107894,4
PA00107895,18
PA00107897,3
PA00107900,30
PA00107901,5
PA00107902,10
PA00107903,7
PA00107904,3
PA00107905,9
PA00107906,3
PA00107907,43
PA00107908,5
PA00107909,3
PA00107910,39
PA00107911,3
PA00107912,7
PA00107913,4
PA00107915,11
PA00107916,4
PA00107920,7
PA00107921,12
PA00107922,1
PA00107923,8
PA00107924,193
PA00107925,3
PA00107926,10
PA00107927,10
PA00107928,32
PA00107930,11
PA00107931,22
PA00107932,5
PA00107933,1
PA00107934,14
PA00107935,5
PA00107936,25
PA00107937,49
PA00107938,16
PA00107939,8
PA00107940,4
PA00107941,2
PA00107942,9
PA00107943,3
PA00107944,1
PA00107945,4
PA00107946,5
PA00107947,1
PA00107948,4
PA00107949,2
PA00107950,2
PA00107951,20
PA00107952,36
PA00107954,4
PA00107955,21
PA00107956,8
PA00107957,2
PA00107958,8
PA00107959,13
PA00107960,5
PA00107961,21
PA00107962,60
PA00107963,29
PA00107964,292
PA00107966,9
PA00107967,1
PA00107968,3
PA00107969,2
PA00107970,21
PA00107971,10
PA00107972,4
PA00107973,6
PA00107974,11
PA00107975,4
PA00107976,12
PA00107977,25
PA00107978,216
PA00107979,1
PA00107980,1
PA00107981,3
PA00107982,9
PA00107983,5
PA00107984,2
PA00107985,6
PA00107986,7
PA00107987,1
PA00107988,2
PA00107989,2
PA00107991,1
PA00107992,1
PA00107993,4
PA00107994,1
PA00107995,1
PA00107996,1
PA00107997,1
PA00107998,1
PA00107999,1
PA00108000,1
PA00108001,1
PA00108004,1
PA00108006,4
