# Instantané Wikimedia Commons : fichiers dont la page cite la référence Mérimée.
# Généré par `python -m merimee_etl.commons`, jamais à la main.
# Complète `wikidata_images.csv` ; ce n'est pas une décision éditoriale.
reference,fichier
PA00107833,Strazeele.- Emplacement de l'ancienne motte féodale.jpg
PA00107997,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026225.jpg
PA00107998,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026225.jpg
PA00108000,Immeubles - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026247.jpg
PA00108001,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026225.jpg
PA00108004,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026228.jpg
PA00108005,Arras n° 8 Grand place.jpg
PA00108006,Immeuble - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026226.jpg
PA00108006,Immeuble - Caves - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026227.jpg
PA00108006,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026228.jpg
PA00108008,Immeubles - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026229.jpg
PA00108008,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026228.jpg
PA00108009,"Arras - immeuble, 12 Grand-Place - 20190915033019.jpg"
PA00108009,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026230.jpg
PA00108010,Immeubles - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026229.jpg
PA00108011,"Arras - immeuble, 14 Grand-Place - 20190915033025.jpg"
PA00108011,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026230.jpg
PA00108012,Immeubles - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026229.jpg
PA00108013,"Arras - immeuble, 16 Grand-Place - 20190915033035.jpg"
PA00108013,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026230.jpg
PA00108018,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026231.jpg
PA00108018,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026232.jpg
PA00108020,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026231.jpg
PA00108020,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026232.jpg
PA00108021,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026231.jpg
PA00108021,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026232.jpg
PA00108023,"Arras - immeuble, 28 Grand-Place - 20190915033159.jpg"
PA00108023,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026233.jpg
PA00108025,"Arras - immeuble, 30 Grand-Place - 20190915033202.jpg"
PA00108025,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026233.jpg
PA00108026,"Arras - immeuble, 30bis Grand-Place - 20190915033206.jpg"
PA00108028,"Arras - immeuble, 32 Grand-Place - 20190915033224.jpg"
PA00108028,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026233.jpg
PA00108028,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026234.jpg
PA00108029,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026235.jpg
PA00108030,"Arras - immeuble, 34 Grand-Place - 20190915033237.jpg"
PA00108030,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026234.jpg
PA00108032,"Arras - immeuble, 36 Grand-Place - 20190915033259.jpg"
PA00108032,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026234.jpg
PA00108033,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026235.jpg
PA00108034,"Arras - immeuble, 40 Grand-Place - 20190915033417.jpg"
PA00108042,"Arras - immeuble, 50 Grand-Place - 20190915033513.jpg"
PA00108044,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026237.jpg
PA00108046,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026237.jpg
PA00108050,Arras immeubles de la Grand Place n° 55 à 61.jpg
PA00108050,Arras immeubles de la Grand'Place du n° 55 au 61.jpg
PA00108052,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026239.jpg
PA00108052,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026240.jpg
PA00108054,ARRAS (2) GRAND PLACE 3.jpg
PA00108054,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026239.jpg
PA00108054,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026240.jpg
PA00108056,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026239.jpg
PA00108056,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026240.jpg
PA00108057,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026239.jpg
PA00108057,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026240.jpg
PA00108058,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026239.jpg
PA00108058,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026240.jpg
PA00108079,ARRAS (6).jpg
PA00108081,Immeubles - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026249.jpg
PA00108083,Immeubles - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026249.jpg
PA00108085,Immeubles - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026249.jpg
PA00108085,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026250.jpg
PA00108089,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026250.jpg
PA00108091,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026250.jpg
PA00108110,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026252.jpg
PA00108112,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026253.jpg
PA00108112,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026254.jpg
PA00108114,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026253.jpg
PA00108114,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026254.jpg
PA00108115,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026253.jpg
PA00108115,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026254.jpg
PA00108116,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026254.jpg
PA00108117,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026254.jpg
PA00108118,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026255.jpg
PA00108120,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026255.jpg
PA00108121,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026256.jpg
PA00108121,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026255.jpg
PA00108122,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026256.jpg
PA00108123,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026256.jpg
PA00108124,Immeubles - De droite à gauche - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026256.jpg
PA00108125,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026257.jpg
PA00108126,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026257.jpg
PA00108139,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026241.jpg
PA00108140,Immeubles - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026242.jpg
PA00108140,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026243.jpg
PA00108141,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026241.jpg
PA00108142,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026243.jpg
PA00108142,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026244.jpg
PA00108144,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026244.jpg
PA00108144,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026246.jpg
PA00108147,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026246.jpg
PA00108150,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026245.jpg
PA00108151,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026246.jpg
PA00108152,Immeubles - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026247.jpg
PA00108152,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026245.jpg
PA00108153,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026246.jpg
PA00108155,Immeubles - De gauche à droite - Arras - Médiathèque de l'architecture et du patrimoine - APMH00026246.jpg
PA00108245,Beffroi - Musée du Beffroi - crypte souterraine sous l'emplacement du Beffroi - caves voûtées aménagées en musée - Calais - Médiathèque de l'architecture et du patrimoine - APDU000362.jpg
PA00108245,Beffroi - Vue du beffroi et du Musée - Calais - Médiathèque de l'architecture et du patrimoine - APDU000378.jpg
PA00108245,"Grande Place - le Beffroi, le Musée et la Tour des Guetteurs - Calais - Médiathèque de l'architecture et du patrimoine - APDU000381.jpg"
PA00108390,Saint-Amand - Médiathèque de l'architecture et du patrimoine - APZ0008406.jpg
PA00108400,Saint-Martin-Boulogne - Ferme de Moulin-l'Abbé dit Manoir des Abbés de Notre-Dame-de-Boulogne - Bas-relief au-dessus d'une porte - Médiathèque de l'architecture et du patrimoine - APMH00013180.jpg
PA00108400,Saint-Martin-Boulogne - Manoir des abbés de Notre-Dame-de-Boulogne - Bâtiment principal - Pignon et tourelle - Médiathèque de l'architecture et du patrimoine - APMH00029103.jpg
PA00108400,Saint-Martin-Boulogne - Manoir des abbés de Notre-Dame-de-Boulogne - Bâtiment principal- pignon et tourelle - Médiathèque de l'architecture et du patrimoine - APMH00029104.jpg
PA00108964,Prieuré d'Avrillé (ancien) - Beaufort - Médiathèque de l'architecture et du patrimoine - APMH00009929.jpg
PA00109064,Menhir dit La Pierre des Hommes - Ensemble nord-est - Coron - Médiathèque de l'architecture et du patrimoine - APMH00004968.jpg
PA00109064,Menhir dit La Pierre des Hommes - Ensemble sud-est - Coron - Médiathèque de l'architecture et du patrimoine - APMH00004967.jpg
PA00109082,"Château de Pocé - Châtelet, côté sud - Distré - Médiathèque de l'architecture et du patrimoine - APMH00001004.jpg"
PA00109082,Château de Pocé - Vue d'ensemble - Distré - Médiathèque de l'architecture et du patrimoine - APMH00001003.jpg
PA00109105,Château de la Tour-du-Pin (restes) - Fontaine-Guérin - Médiathèque de l'architecture et du patrimoine - APMH00010025.jpg
PA00109113,Fontevraud-l'Abbaye - 4 place des Plantagenêts 01.jpg
PA00109113,Fontevraud-l'Abbaye - 4 place des Plantagenêts 02.jpg
PA00109113,Fontevraud-l'Abbaye - 4 place des Plantagenêts 03.jpg
PA00109314,Dolmen dit La Petite Pierre Couverte - Vue d'ensemble - Saumur - Médiathèque de l'architecture et du patrimoine - APMH00007514.jpg
PA00109314,Dolmen dit la Petite Pierre Couverte - Vue d'ensemble - Saumur - Médiathèque de l'architecture et du patrimoine - APMH00004939.jpg
PA00109335,"Saumur (49) Maison, 6 rue Basse Saint-Pierre - Extérieur - 01.jpg"
PA00109335,"Saumur (49) Maison, 6 rue Basse Saint-Pierre - Extérieur - 02.jpg"
PA00109541,Laval - maison du Coq-Hardy 01.jpg
PA00109541,Laval - maison du Pou-Volant 01.jpg
PA00109541,Laval - maison du Pou-Volant 03.jpg
PA00109551,FrancePaysDeLaLoireLavalPresbytereHotelBoulain.jpg
PA00109551,Laval - presbytère Saint-Vénérand 01.jpg
PA00109551,Laval - presbytère Saint-Vénérand 02.jpg
PA00109592,Coudray lever de soleil.jpg
PA00109709,Logis Graslin.jpg
PA00110011,Château de la Chéronne.jpg
PA00110364,Cherbourg - Abbaye du Voeu (2).JPG
PA00110364,Cherbourg - Abbaye du Voeu (3).JPG
PA00110364,Cherbourg - Abbaye du Voeu (4).JPG
PA00110675,Jardin botanique du château de Vauville 3.JPG
PA00110675,Jardin botanique du château de Vauville.JPG
PA00110675,JardinVauville-GrandEspace.JPG
PA00110867,FranceNormandieMortagneAuPercheMaisonATourelle.jpg
PA00110867,Un coin de la place Notre-Dame à Mortagne-au-Perche.jpg
PA00110868,Maison des comtes du perche.jpg
PA00112087,Maison - Façade sur rue - Auxonne - Médiathèque de l'architecture et du patrimoine - APMH00019903.jpg
PA00112261,College des GODRANS.jpg
PA00112261,Collège des Godrans (ancien) ; Ecole de droit (ancienne) - Dijon - Médiathèque de l'architecture et du patrimoine - APMH00019478.jpg
PA00112261,Collège des Godrans La Porte 03.jpg
PA00112337,Dijon Hotel 5 rue Vaillant.jpg
PA00112337,Hôtel 5ter rue Vaillant à Dijon.JPG
